,ID,Total,Neighborhood,Existing_Canopy,Potential_Canopy,Impossible_Canopy,Existing_Percent,Potential_Percent,Impossible_Percent
116,25025080801,3894608,Mission Hill,749991,1565967,1578650,19.257162723437123,40.208590954468335,40.534246322094546
117,25025080900,2794809,Mission Hill,569369,860579,1364861,20.372376072926627,30.79205054799809,48.83557337907528
118,25025081001,6014340,Mission Hill,886695,1468287,3659358,14.743014196071389,24.413102684583844,60.84388311934477
119,25025081100,5343840,Mission Hill,1793887,1582715,1967238,33.56924982783916,29.617559657474775,36.81319051468607
120,25025081200,3045673,Jamaica Plain,729392,1062020,1254261,23.948467218903673,34.869797250065915,41.18173553103042
121,25025081300,6183395,Roxbury,1446127,2340420,2396848,23.38726541002152,37.85008074043466,38.762653849543824
122,25025081400,6696562,Roxbury,1981372,2116315,2598875,29.587898984583433,31.60300763287191,38.80909338254466
123,25025081500,3625481,Roxbury,1306490,1151285,1167706,36.03632180116239,31.75537259745672,32.20830560138089
124,25025081700,6819317,Roxbury,1875954,2396766,2546597,27.509411866320338,35.146716306046486,37.34387182763318
125,25025081800,4019539,Roxbury,990726,1365512,1663301,24.647751893936096,33.9718559765187,41.3803921295452
126,25025081900,4652580,Roxbury,1202111,1556180,1894289,25.837513809542234,33.44767849236337,40.71480769809439
127,25025082000,4220788,Roxbury,1065949,1366018,1788821,25.254739162450235,32.36405145200375,42.381209385546015
128,25025082100,3993554,Roxbury,949858,1189593,1854103,23.78477917163509,29.78782808495891,46.427392743405996
129,25025090100,4812509,Dorchester,1007356,1463320,2341833,20.93203358165148,30.406592486372492,48.66137393197602
130,25025090200,2934852,Dorchester,519978,1110807,1304067,17.717349971991773,37.848825085557976,44.43382494245025
131,25025090300,4093455,Dorchester,833080,1512811,1747564,20.351512353256602,36.956824980365,42.6916626663784
132,25025090400,4598426,Roxbury,1045328,1727288,1825810,22.73230013922155,37.56259206954727,39.70510779123118
133,25025090600,3246610,Roxbury,553496,1254648,1438466,17.048428976686452,38.644863411373706,44.306707611939835
134,25025090700,11484470,Dorchester,1153225,4764183,5567062,10.0416040095886,41.48369929130382,48.474696699107575
135,25025090901,12605818,Dorchester,1923244,7228526,3454048,15.256796504598116,57.34277616890867,27.400427326493208
136,25025091001,12659103,Dorchester,2531255,5485207,4642641,19.99553206889935,43.33013958413957,36.674328346961076
137,25025091100,4564595,Dorchester,808366,1364812,2391417,17.709479154229456,29.899958265738803,52.39056258003174
138,25025091200,3481646,Dorchester,811517,1034432,1635697,23.308429403793493,29.711004507638055,46.98056608856845
139,25025091300,2817741,Dorchester,452217,997652,1367872,16.048920039137734,35.40609303693987,48.54498692392239
140,25025091400,3497991,Dorchester,900908,1154294,1442789,25.75501194828689,32.998769865331276,41.24621818638184
141,25025091500,4361798,Dorchester,1147633,1360737,1853428,26.311007524878505,31.196699159383357,42.492293315738145
142,25025091600,3362848,Dorchester,678540,1130535,1553773,20.177539989913313,33.61837942125246,46.20408058883423
143,25025091700,3126618,Dorchester,623584,1304830,1198204,19.944361607334187,41.73295234659303,38.32268604607278
144,25025091800,4642793,Dorchester,1055943,1741205,1845645,22.743701905297094,37.50339504690388,39.75290304779903
145,25025091900,5168607,Dorchester,1600156,1613977,1954474,30.95913463724365,31.226537440358687,37.81432792239766
146,25025092000,5271155,Dorchester,1132677,1711786,2426692,21.48821273515956,32.47459048348986,46.03719678135057
147,25025092101,13856227,Dorchester,2399418,6018801,5438008,17.31653212667489,43.437517298179365,39.24595057514574
148,25025092200,6251879,Dorchester,1801790,2042751,2407338,28.819975562546873,32.67419283066739,38.50583160678573
149,25025092300,3653726,Dorchester,849490,1264585,1539651,23.249964556729214,34.610832886757244,42.139202556513546
150,25025092400,6399229,Dorchester,1384413,2270423,2744393,21.634059353087693,35.47963356210568,42.886307084806624
151,25025100100,11161582,Dorchester,2244258,5389185,3528139,20.106988417950074,48.28334370522028,31.609667876829644
152,25025100200,3789331,Dorchester,955476,1256581,1577274,25.21489941100421,33.161024993593855,41.62407559540193
153,25025100300,5251983,Dorchester,1421648,1838775,1991560,27.068785256921053,35.01106153618547,37.92015320689347
154,25025100400,6741637,Dorchester,1722742,2401968,2616927,25.553763870703804,35.62885394155752,38.81738218773867
155,25025100500,9262416,Dorchester,2459395,3254909,3548112,26.552413538757058,35.14103663666154,38.3065498245814
156,25025100601,5951445,Dorchester,1237906,2115820,2597719,20.80009140637274,35.55136609680506,43.6485424968222
157,25025100603,9439454,Dorchester,1627014,4354945,3457495,17.236314727525553,46.13556038304758,36.628124889426864
158,25025100700,12991326,Dorchester,2116351,6599815,4275160,16.290492594828272,50.80170415244757,32.907803252724165
159,25025100800,18762506,Dorchester,5875671,8663673,4223162,31.316024629119372,46.17545758546326,22.508517785417364
160,25025100900,10181174,Mattapan,3259078,3777526,3144570,32.01082704214661,37.10304921613166,30.886123741721732
161,25025101001,13940472,Mattapan,5830580,4234104,3875788,41.82483921634791,30.372744911363114,27.80241587228897
162,25025101002,12542703,Mattapan,4204292,4576602,3761809,33.51982423565319,36.488163675724444,29.992012088622367
163,25025101101,4091122,Mattapan,982254,1326953,1781915,24.009403777252302,32.434940830412785,43.55565539233491
164,25025101102,6010892,Mattapan,1371818,2135010,2504064,22.822203426712708,35.51902113696271,41.65877543632459
165,25025110103,10061641,Jamaica Plain,3148497,3152604,3760540,31.29208247441943,31.33290086577329,37.37501665980728
166,25025110201,3727308,Roslindale,1181744,1209581,1335983,31.70502679145378,32.45186606526748,35.84310714327874
167,25025110301,8762833,Roslindale,2501437,3837069,2424327,28.545985071266333,43.78799641622749,27.666018512506174
168,25025110401,5673234,Roslindale,1862261,1861697,1949276,32.82538671946195,32.81544529980607,34.359167980731975
169,25025110403,10236584,Roslindale,3725028,3506223,3005333,36.38936582750652,34.25188519920317,29.35874897329031
170,25025110501,6976257,Roslindale,2080384,2378069,2517804,29.820919728157953,34.08803603422294,36.091044237619116
171,25025110502,7358467,Roslindale,1982273,2500566,2875628,26.938668067683118,33.98215959927523,39.07917233304165
172,25025110601,15147888,West Roxbury,9097118,3176241,2874529,60.05535557168101,20.968210221781412,18.976434206537572
173,25025110607,12626358,Roslindale,3948640,4351401,4326317,31.272992576323276,34.462835601525,34.264171822151724
174,25025120103,3810323,Jamaica Plain,1424421,1040271,1345631,37.38320872010063,27.30138626042989,35.31540501946947
175,25025120104,3088901,Jamaica Plain,1143082,690263,1255556,37.006106702675154,22.34655626709953,40.64733703022531
176,25025120105,19840892,Jamaica Plain,10864818,5579274,3396800,54.759725520405034,28.12007645623997,17.120198023354998
177,25025120201,7727984,Jamaica Plain,2124754,2966624,2636606,27.494285702454867,38.38807119683478,34.11764310071035
178,25025120301,7112623,Jamaica Plain,2127812,2104512,2880299,29.915995828824332,29.588409226807045,40.49559494436863
179,25025120400,10769798,Jamaica Plain,4190876,2814014,3764908,38.91322752757294,26.128753761212607,34.95801871121446
180,25025120500,2353064,Jamaica Plain,692653,567524,1092887,29.43621592952848,24.118511013725083,46.44527305674644
181,25025120600,2779409,Jamaica Plain,982485,639342,1157582,35.34870182833833,23.00280383347683,41.64849433818485
182,25025120700,3199839,Jamaica Plain,754915,1154998,1289926,23.59228073662456,36.09550355502261,40.31221570835283
183,25025130100,46064059,West Roxbury,19419444,21196742,5447873,42.15747465936512,46.01579292002904,11.826732420605834
184,25025130200,14502912,West Roxbury,4442864,5305044,4755004,30.634289168961377,36.57916423956789,32.78654659147073
185,25025130300,15490094,West Roxbury,5210274,5698959,4580861,33.636167734036995,36.790990422653344,29.572841843309668
186,25025130402,22707759,West Roxbury,6343877,9829318,6534564,27.937045659151128,43.28616487430574,28.776789466543136
187,25025130404,17471989,West Roxbury,8528510,6363649,2579830,48.81247349686404,36.422006675942846,14.765519827193115
188,25025130406,11245150,West Roxbury,4304649,4300390,2640111,38.28004962139233,38.24217551566675,23.47777486294091
189,25025140102,22448583,Hyde Park,7450418,9343730,5654435,33.18881196198441,41.622805323614415,25.18838271440117
190,25025140105,10889672,Hyde Park,4828569,3240835,2820268,44.34081210159498,29.760630072237255,25.898557826167767
191,25025140106,3048079,Roslindale,1214654,959431,873994,39.84982016542222,31.47657918315109,28.673600651426685
192,25025140107,6771655,Hyde Park,2469797,2398212,1903646,36.47257575880637,35.415448660630226,28.111975580563392
193,25025140201,14692151,Hyde Park,4115425,6365284,4211442,28.011044808891494,43.32438456424794,28.66457062686056
194,25025140202,16615744,Hyde Park,6402190,5883715,4329839,38.53086566572041,35.410481769579505,26.05865256470008
195,25025140300,16831307,Hyde Park,4909005,6371493,5550809,29.16591682392817,37.85501030906275,32.97907286700908
196,25025140400,20142195,Hyde Park,7035936,7317861,5788398,34.931326997876845,36.331000668000684,28.737672334122472
197,25025180500,53416,Winthrop,0,48925,4491,0.0,91.59240676950726,8.407593230492736
198,25025980101,31403174,Harbor Islands,8948616,18532169,3922389,28.495896624971728,59.01368122852805,12.490422146500222
199,25025980300,22429381,Roxbury,12537150,8312198,1580033,55.89610341899315,37.0594177342656,7.044478846741245
200,25025980700,31321590,Hyde Park,24189660,6255185,876745,77.22998736654174,19.970841199313316,2.799171434144946
201,25025981000,12162777,Jamaica Plain,8037700,3375592,749485,66.08441476810765,27.753464525412248,6.162120706480107
202,25025981100,29320376,Mattapan,13298461,14393103,1628812,45.35569734849239,49.08908057659288,5.555222074914728
203,25025981201,8036076,South Boston,1191660,5500779,1343637,14.828879169385656,68.45105745640036,16.720063374213982
204,25025981202,18074875,Waterfront,541391,12801126,4732358,2.995268293694977,70.8227636429021,26.181968063402927
205,25025981300,67815420,Airport,1062621,29401122,37351677,1.566931237762739,43.35462642567133,55.078442336565935
206,25025981501,8859361,Charles River,3498109,3095032,2266220,39.48489061457141,34.93516067355196,25.579948711876625
207,25025981502,4835514,Revere,731038,3539427,565049,15.118103266788186,73.19649989639157,11.685396836820242
208,25025981600,6161479,Belle Isle Marsh Reservation,599566,5424818,137095,9.730877927198973,88.0440881158566,2.2250339569444284
209,25025981700,3394189,Boston Commons,1339052,1725592,329545,39.451309281834334,50.83959673430088,9.709093983864776
210,25025981800,7677445,Muddy River,4614313,2419193,643939,60.102195456952145,31.51039180352318,8.387412739524674
